urn:cts:greekLit:tlg0012.tlg001.omar:1.472	οἳ δὲ πανημέριοι μολπῇ θεὸν ἱλάσκοντο
urn:cts:greekLit:tlg0012.tlg001.omar:1.473	καλὸν ἀείδοντες παιήονα κοῦροι Ἀχαιῶν
urn:cts:greekLit:tlg0012.tlg001.omar:1.474	μέλποντες ἑκάεργον: ὃ δὲ φρένα τέρπετ' ἀκούων.
urn:cts:greekLit:tlg0012.tlg001.omar:1.475	ἦμος δ' ἠέλιος κατέδυ καὶ ἐπὶ κνέφας ἦλθε,
urn:cts:greekLit:tlg0012.tlg001.omar:1.476	δὴ τότε κοιμήσαντο παρὰ πρυμνήσια νηόσ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.477	ἦμος δ' ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώσ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.478	καὶ τότ' ἔπειτ' ἀνάγοντο μετὰ στρατὸν εὐρὺν Ἀχαιῶν:
urn:cts:greekLit:tlg0012.tlg001.omar:1.479	τοῖσιν δ' ἴκμενον οὖρον ἵει ἑκάεργος Ἀπόλλων:
urn:cts:greekLit:tlg0012.tlg001.omar:1.480	οἳ δ' ἱστὸν στήσαντ' ἀνά θ' ἱστία λευκὰ πέτασσαν,
urn:cts:greekLit:tlg0012.tlg001.omar:1.481	ἐν δ' ἄνεμος πρῆσεν μέσον ἱστίον, ἀμφὶ δὲ κῦμα
urn:cts:greekLit:tlg0012.tlg001.omar:1.482	στείρῃ πορφύρεον μεγάλ' ἴαχε νηὸς ἰούσησ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.483	ἣ δ' ἔθεεν κατὰ κῦμα διαπρήσσουσα κέλευθον.
urn:cts:greekLit:tlg0012.tlg001.omar:1.484	αὐτὰρ ἐπεί ῥ' ἵκοντο κατὰ στρατὸν εὐρὺν Ἀχαιῶν,
urn:cts:greekLit:tlg0012.tlg001.omar:1.485	νῆα μὲν οἵ γε μέλαιναν ἐπ' ἠπείροιο ἔρυσσαν
urn:cts:greekLit:tlg0012.tlg001.omar:1.486	ὑψοῦ ἐπὶ ψαμάθοισ, ὑπὸ δ' ἕρματα μακρὰ τάνυσσαν:
urn:cts:greekLit:tlg0012.tlg001.omar:1.487	αὐτοὶ δ' ἐσκίδναντο κατὰ κλισίας τε νέας τε.
urn:cts:greekLit:tlg0012.tlg001.omar:1.488	αὐτὰρ ὃ μήνιε νηυσὶ παρήμενος ὠκυπόροισι
urn:cts:greekLit:tlg0012.tlg001.omar:1.489	διογενὴς Πηλῆος υἱὸς πόδας ὠκὺς Ἀχιλλεύσ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.490	οὔτέ ποτ' εἰς ἀγορὴν πωλέσκετο κυδιάνειραν
urn:cts:greekLit:tlg0012.tlg001.omar:1.491	οὔτέ ποτ' ἐς πόλεμον, ἀλλὰ φθινύθεσκε φίλον κῆρ
urn:cts:greekLit:tlg0012.tlg001.omar:1.492	αὖθι μένων, ποθέεσκε δ' ἀϋτήν τε πτόλεμόν τε.
urn:cts:greekLit:tlg0012.tlg001.omar:1.493	ἀλλ' ὅτε δή ῥ' ἐκ τοῖο δυωδεκάτη γένετ' ἠώσ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.494	καὶ τότε δὴ πρὸς Ὄλυμπον ἴσαν θεοὶ αἰὲν ἐόντεσ
urn:cts:greekLit:tlg0012.tlg001.omar:1.495	πάντες ἅμα, Ζεὺς δ' ἦρχε: Θέτις δ' οὐ λήθετ' ἐφετμέων
urn:cts:greekLit:tlg0012.tlg001.omar:1.496	παιδὸς ἑοῦ, ἀλλ' ἥ γ' ἀνεδύσετο κῦμα θαλάσσησ.
urn:cts:greekLit:tlg0012.tlg001.omar:1.497	ἠερίη δ' ἀνέβη μέγαν οὐρανὸν Οὔλυμπόν τε.
urn:cts:greekLit:tlg0012.tlg001.omar:1.498	εὗρεν δ' εὐρύοπα Κρονίδην ἄτερ ἥμενον ἄλλων
urn:cts:greekLit:tlg0012.tlg001.omar:1.499	ἀκροτάτῃ κορυφῇ πολυδειράδος Οὐλύμποιο:
urn:cts:greekLit:tlg0012.tlg001.omar:1.500	καί ῥα πάροιθ' αὐτοῖο καθέζετο, καὶ λάβε γούνων
urn:cts:greekLit:tlg0012.tlg001.omar:1.501	σκαιῇ, δεξιτερῇ δ' ἄρ' ὑπ' ἀνθερεῶνος ἑλοῦσα
urn:cts:greekLit:tlg0012.tlg001.omar:1.502	λισσομένη προσέειπε Δία Κρονίωνα ἄνακτα:
urn:cts:greekLit:tlg0012.tlg001.omar:1.503	Ζεῦ πάτερ εἴ ποτε δή σε μετ' ἀθανάτοισιν ὄνησα
urn:cts:greekLit:tlg0012.tlg001.omar:1.504	ἢ ἔπει ἢ ἔργῳ, τόδε μοι κρήηνον ἐέλδωρ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.505	τίμησόν μοι υἱὸν ὃς ὠκυμορώτατος ἄλλων
urn:cts:greekLit:tlg0012.tlg001.omar:1.506	ἔπλετ': ἀτάρ μιν νῦν γε ἄναξ ἀνδρῶν Ἀγαμέμνων
urn:cts:greekLit:tlg0012.tlg001.omar:1.507	ἠτίμησεν: ἑλὼν γὰρ ἔχει γέρας αὐτὸς ἀπούρασ.
urn:cts:greekLit:tlg0012.tlg001.omar:1.508	ἀλλὰ σύ πέρ μιν τῖσον Ὀλύμπιε μητίετα Ζεῦ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.509	τόφρα δ' ἐπὶ Τρώεσσι τίθει κράτος ὄφρ' ἂν Ἀχαιοὶ
urn:cts:greekLit:tlg0012.tlg001.omar:1.510	υἱὸν ἐμὸν τίσωσιν ὀφέλλωσίν τέ ἑ τιμῇ.
urn:cts:greekLit:tlg0012.tlg001.omar:1.511	ὣς φάτο: τὴν δ' οὔ τι προσέφη νεφεληγερέτα Ζεύσ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.512	ἀλλ' ἀκέων δὴν ἧστο: Θέτις δ' ὡς ἥψατο γούνων
urn:cts:greekLit:tlg0012.tlg001.omar:1.513	ὣς ἔχετ' ἐμπεφυυῖα, καὶ εἴρετο δεύτερον αὖτισ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.514	νημερτὲς μὲν δή μοι ὑπόσχεο καὶ κατάνευσον
urn:cts:greekLit:tlg0012.tlg001.omar:1.515	ἢ ἀπόειπ', ἐπεὶ οὔ τοι ἔπι δέοσ, ὄφρ' ἐῢ εἰδέω
urn:cts:greekLit:tlg0012.tlg001.omar:1.516	ὅσσον ἐγὼ μετὰ πᾶσιν ἀτιμοτάτη θεός εἰμι.
urn:cts:greekLit:tlg0012.tlg001.omar:1.517	τὴν δὲ μέγ' ὀχθήσας προσέφη νεφεληγερέτα Ζεύσ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.518	ἦ δὴ λοίγια ἔργ' ὅ τέ μ' ἐχθοδοπῆσαι ἐφήσεισ
urn:cts:greekLit:tlg0012.tlg001.omar:1.519	Ἥρῃ ὅτ' ἄν μ' ἐρέθῃσιν ὀνειδείοις ἐπέεσσιν:
urn:cts:greekLit:tlg0012.tlg001.omar:1.520	ἣ δὲ καὶ αὔτως μ' αἰεὶ ἐν ἀθανάτοισι θεοῖσι
urn:cts:greekLit:tlg0012.tlg001.omar:1.521	νεικεῖ, καί τέ μέ φησι μάχῃ Τρώεσσιν ἀρήγειν.
urn:cts:greekLit:tlg0012.tlg001.omar:1.522	ἀλλὰ σὺ μὲν νῦν αὖτις ἀπόστιχε μή τι νοήσῃ
urn:cts:greekLit:tlg0012.tlg001.omar:1.523	Ἥρη: ἐμοὶ δέ κε ταῦτα μελήσεται ὄφρα τελέσσω:
urn:cts:greekLit:tlg0012.tlg001.omar:1.524	εἰ δ' ἄγε τοι κεφαλῇ κατανεύσομαι ὄφρα πεποίθῃσ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.525	τοῦτο γὰρ ἐξ ἐμέθεν γε μετ' ἀθανάτοισι μέγιστον
urn:cts:greekLit:tlg0012.tlg001.omar:1.526	τέκμωρ: οὐ γὰρ ἐμὸν παλινάγρετον οὐδ' ἀπατηλὸν
urn:cts:greekLit:tlg0012.tlg001.omar:1.527	οὐδ' ἀτελεύτητον ὅ τί κεν κεφαλῇ κατανεύσω.
urn:cts:greekLit:tlg0012.tlg001.omar:1.528	ἦ καὶ κυανέῃσιν ἐπ' ὀφρύσι νεῦσε Κρονίων:
urn:cts:greekLit:tlg0012.tlg001.omar:1.529	ἀμβρόσιαι δ' ἄρα χαῖται ἐπερρώσαντο ἄνακτοσ
urn:cts:greekLit:tlg0012.tlg001.omar:1.530	κρατὸς ἀπ' ἀθανάτοιο: μέγαν δ' ἐλέλιξεν Ὄλυμπον.
urn:cts:greekLit:tlg0012.tlg001.omar:1.531	τώ γ' ὣς βουλεύσαντε διέτμαγεν: ἣ μὲν ἔπειτα
urn:cts:greekLit:tlg0012.tlg001.omar:1.532	εἰς ἅλα ἆλτο βαθεῖαν ἀπ' αἰγλήεντος Ὀλύμπου,
urn:cts:greekLit:tlg0012.tlg001.omar:1.533	Ζεὺς δὲ ἑὸν πρὸς δῶμα: θεοὶ δ' ἅμα πάντες ἀνέσταν
urn:cts:greekLit:tlg0012.tlg001.omar:1.534	ἐξ ἑδέων σφοῦ πατρὸς ἐναντίον: οὐδέ τις ἔτλη
urn:cts:greekLit:tlg0012.tlg001.omar:1.535	μεῖναι ἐπερχόμενον, ἀλλ' ἀντίοι ἔσταν ἅπαντεσ.
urn:cts:greekLit:tlg0012.tlg001.omar:1.536	ὣς ὃ μὲν ἔνθα καθέζετ' ἐπὶ θρόνου: οὐδέ μιν Ἥρη
urn:cts:greekLit:tlg0012.tlg001.omar:1.537	ἠγνοίησεν ἰδοῦσ' ὅτι οἱ συμφράσσατο βουλὰσ
urn:cts:greekLit:tlg0012.tlg001.omar:1.538	ἀργυρόπεζα Θέτις θυγάτηρ ἁλίοιο γέροντοσ.
urn:cts:greekLit:tlg0012.tlg001.omar:1.539	αὐτίκα κερτομίοισι Δία Κρονίωνα προσηύδα:
urn:cts:greekLit:tlg0012.tlg001.omar:1.540	τίς δ' αὖ τοι δολομῆτα θεῶν συμφράσσατο βουλάσ;
urn:cts:greekLit:tlg0012.tlg001.omar:1.541	αἰεί τοι φίλον ἐστὶν ἐμεῦ ἀπὸ νόσφιν ἐόντα
urn:cts:greekLit:tlg0012.tlg001.omar:1.542	κρυπτάδια φρονέοντα δικαζέμεν: οὐδέ τί πώ μοι
urn:cts:greekLit:tlg0012.tlg001.omar:1.543	πρόφρων τέτληκας εἰπεῖν ἔπος ὅττι νοήσῃσ.
urn:cts:greekLit:tlg0012.tlg001.omar:1.544	τὴν δ' ἠμείβετ' ἔπειτα πατὴρ ἀνδρῶν τε θεῶν τε:
urn:cts:greekLit:tlg0012.tlg001.omar:1.545	Ἥρη μὴ δὴ πάντας ἐμοὺς ἐπιέλπεο μύθουσ
urn:cts:greekLit:tlg0012.tlg001.omar:1.546	εἰδήσειν: χαλεποί τοι ἔσοντ' ἀλόχῳ περ ἐούσῃ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.547	ἀλλ' ὃν μέν κ' ἐπιεικὲς ἀκουέμεν οὔ τις ἔπειτα
urn:cts:greekLit:tlg0012.tlg001.omar:1.548	οὔτε θεῶν πρότερος τὸν εἴσεται οὔτ' ἀνθρώπων:
urn:cts:greekLit:tlg0012.tlg001.omar:1.549	ὃν δέ κ' ἐγὼν ἀπάνευθε θεῶν ἐθέλωμι νοῆσαι
urn:cts:greekLit:tlg0012.tlg001.omar:1.550	μή τι σὺ ταῦτα ἕκαστα διείρεο μηδὲ μετάλλα.
urn:cts:greekLit:tlg0012.tlg001.omar:1.551	τὸν δ' ἠμείβετ' ἔπειτα βοῶπις πότνια Ἥρη:
urn:cts:greekLit:tlg0012.tlg001.omar:1.552	αἰνότατε Κρονίδη ποῖον τὸν μῦθον ἔειπεσ;
urn:cts:greekLit:tlg0012.tlg001.omar:1.553	καὶ λίην σε πάρος γ' οὔτ' εἴρομαι οὔτε μεταλλῶ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.554	ἀλλὰ μάλ' εὔκηλος τὰ φράζεαι ἅσσ' ἐθέλῃσθα.
urn:cts:greekLit:tlg0012.tlg001.omar:1.555	νῦν δ' αἰνῶς δείδοικα κατὰ φρένα μή σε παρείπῃ
urn:cts:greekLit:tlg0012.tlg001.omar:1.556	ἀργυρόπεζα Θέτις θυγάτηρ ἁλίοιο γέροντοσ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.557	ἠερίη γὰρ σοί γε παρέζετο καὶ λάβε γούνων:
urn:cts:greekLit:tlg0012.tlg001.omar:1.558	τῇ σ' ὀΐω κατανεῦσαι ἐτήτυμον ὡς Ἀχιλῆα
urn:cts:greekLit:tlg0012.tlg001.omar:1.559	τιμήσῃσ, ὀλέσῃς δὲ πολέας ἐπὶ νηυσὶν Ἀχαιῶν.
urn:cts:greekLit:tlg0012.tlg001.omar:1.560	τὴν δ' ἀπαμειβόμενος προσέφη νεφεληγερέτα Ζεύσ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.561	δαιμονίη αἰεὶ μὲν ὀΐεαι οὐδέ σε λήθω:
urn:cts:greekLit:tlg0012.tlg001.omar:1.562	πρῆξαι δ' ἔμπης οὔ τι δυνήσεαι, ἀλλ' ἀπὸ θυμοῦ
urn:cts:greekLit:tlg0012.tlg001.omar:1.563	μᾶλλον ἐμοὶ ἔσεαι: τὸ δέ τοι καὶ ῥίγιον ἔσται.
urn:cts:greekLit:tlg0012.tlg001.omar:1.564	εἰ δ' οὕτω τοῦτ' ἐστὶν ἐμοὶ μέλλει φίλον εἶναι:
urn:cts:greekLit:tlg0012.tlg001.omar:1.565	ἀλλ' ἀκέουσα κάθησο, ἐμῷ δ' ἐπιπείθεο μύθῳ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.566	μή νύ τοι οὐ χραίσμωσιν ὅσοι θεοί εἰσ' ἐν Ὀλύμπῳ
urn:cts:greekLit:tlg0012.tlg001.omar:1.567	ἆσσον ἰόνθ', ὅτε κέν τοι ἀάπτους χεῖρας ἐφείω.
urn:cts:greekLit:tlg0012.tlg001.omar:1.568	ὣς ἔφατ' ἔδεισεν δὲ βοῶπις πότνια Ἥρη,
urn:cts:greekLit:tlg0012.tlg001.omar:1.569	καί ῥ' ἀκέουσα καθῆστο ἐπιγνάμψασα φίλον κῆρ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.570	ὄχθησαν δ' ἀνὰ δῶμα Διὸς θεοὶ Οὐρανίωνεσ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.571	τοῖσιν δ' Ἥφαιστος κλυτοτέχνης ἦρχ' ἀγορεύειν
urn:cts:greekLit:tlg0012.tlg001.omar:1.572	μητρὶ φίλῃ ἐπίηρα φέρων λευκωλένῳ Ἥρῃ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.573	ἦ δὴ λοίγια ἔργα τάδ' ἔσσεται οὐδ' ἔτ' ἀνεκτά,
urn:cts:greekLit:tlg0012.tlg001.omar:1.574	εἰ δὴ σφὼ ἕνεκα θνητῶν ἐριδαίνετον ὧδε,
urn:cts:greekLit:tlg0012.tlg001.omar:1.575	ἐν δὲ θεοῖσι κολῳὸν ἐλαύνετον: οὐδέ τι δαιτὸσ
urn:cts:greekLit:tlg0012.tlg001.omar:1.576	ἐσθλῆς ἔσσεται ἦδοσ, ἐπεὶ τὰ χερείονα νικᾷ.
urn:cts:greekLit:tlg0012.tlg001.omar:1.577	μητρὶ δ' ἐγὼ παράφημι καὶ αὐτῇ περ νοεούσῃ
urn:cts:greekLit:tlg0012.tlg001.omar:1.578	πατρὶ φίλῳ ἐπίηρα φέρειν Διί, ὄφρα μὴ αὖτε
urn:cts:greekLit:tlg0012.tlg001.omar:1.579	νεικείῃσι πατήρ, σὺν δ' ἡμῖν δαῖτα ταράξῃ.
urn:cts:greekLit:tlg0012.tlg001.omar:1.580	εἴ περ γάρ κ' ἐθέλῃσιν Ὀλύμπιος ἀστεροπητὴσ
urn:cts:greekLit:tlg0012.tlg001.omar:1.581	ἐξ ἑδέων στυφελίξαι: ὃ γὰρ πολὺ φέρτατός ἐστιν.
urn:cts:greekLit:tlg0012.tlg001.omar:1.582	ἀλλὰ σὺ τὸν ἐπέεσσι καθάπτεσθαι μαλακοῖσιν:
urn:cts:greekLit:tlg0012.tlg001.omar:1.583	αὐτίκ' ἔπειθ' ἵλαος Ὀλύμπιος ἔσσεται ἡμῖν.
urn:cts:greekLit:tlg0012.tlg001.omar:1.584	ὣς ἄρ' ἔφη καὶ ἀναΐξας δέπας ἀμφικύπελλον
urn:cts:greekLit:tlg0012.tlg001.omar:1.585	μητρὶ φίλῃ ἐν χειρὶ τίθει καί μιν προσέειπε:
urn:cts:greekLit:tlg0012.tlg001.omar:1.586	τέτλαθι μῆτερ ἐμή, καὶ ἀνάσχεο κηδομένη περ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.587	μή σε φίλην περ ἐοῦσαν ἐν ὀφθαλμοῖσιν ἴδωμαι
urn:cts:greekLit:tlg0012.tlg001.omar:1.588	θεινομένην, τότε δ' οὔ τι δυνήσομαι ἀχνύμενός περ
urn:cts:greekLit:tlg0012.tlg001.omar:1.589	χραισμεῖν: ἀργαλέος γὰρ Ὀλύμπιος ἀντιφέρεσθαι:
urn:cts:greekLit:tlg0012.tlg001.omar:1.590	ἤδη γάρ με καὶ ἄλλοτ' ἀλεξέμεναι μεμαῶτα
urn:cts:greekLit:tlg0012.tlg001.omar:1.591	ῥῖψε ποδὸς τεταγὼν ἀπὸ βηλοῦ θεσπεσίοιο,
urn:cts:greekLit:tlg0012.tlg001.omar:1.592	πᾶν δ' ἦμαρ φερόμην, ἅμα δ' ἠελίῳ καταδύντι
urn:cts:greekLit:tlg0012.tlg001.omar:1.593	κάππεσον ἐν Λήμνῳ, ὀλίγος δ' ἔτι θυμὸς ἐνῆεν:
urn:cts:greekLit:tlg0012.tlg001.omar:1.594	ἔνθά με Σίντιες ἄνδρες ἄφαρ κομίσαντο πεσόντα.
urn:cts:greekLit:tlg0012.tlg001.omar:1.595	ὣς φάτο, μείδησεν δὲ θεὰ λευκώλενος Ἥρη,
urn:cts:greekLit:tlg0012.tlg001.omar:1.596	μειδήσασα δὲ παιδὸς ἐδέξατο χειρὶ κύπελλον:
urn:cts:greekLit:tlg0012.tlg001.omar:1.597	αὐτὰρ ὃ τοῖς ἄλλοισι θεοῖς ἐνδέξια πᾶσιν
urn:cts:greekLit:tlg0012.tlg001.omar:1.598	οἰνοχόει γλυκὺ νέκταρ ἀπὸ κρητῆρος ἀφύσσων:
urn:cts:greekLit:tlg0012.tlg001.omar:1.599	ἄσβεστος δ' ἄρ' ἐνῶρτο γέλως μακάρεσσι θεοῖσιν
urn:cts:greekLit:tlg0012.tlg001.omar:1.600	ὡς ἴδον Ἥφαιστον διὰ δώματα ποιπνύοντα.
urn:cts:greekLit:tlg0012.tlg001.omar:1.601	ὣς τότε μὲν πρόπαν ἦμαρ ἐς ἠέλιον καταδύντα
urn:cts:greekLit:tlg0012.tlg001.omar:1.602	δαίνυντ', οὐδέ τι θυμὸς ἐδεύετο δαιτὸς ἐΐσησ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.603	οὐ μὲν φόρμιγγος περικαλλέος ἣν ἔχ' Ἀπόλλων,
urn:cts:greekLit:tlg0012.tlg001.omar:1.604	Μουσάων θ' αἳ ἄειδον ἀμειβόμεναι ὀπὶ καλῇ.
urn:cts:greekLit:tlg0012.tlg001.omar:1.605	αὐτὰρ ἐπεὶ κατέδυ λαμπρὸν φάος ἠελίοιο,
urn:cts:greekLit:tlg0012.tlg001.omar:1.606	οἳ μὲν κακκείοντες ἔβαν οἶκον δὲ ἕκαστοσ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.607	ἧχι ἑκάστῳ δῶμα περικλυτὸς ἀμφιγυήεισ
urn:cts:greekLit:tlg0012.tlg001.omar:1.608	Ἥφαιστος ποίησεν ἰδυίῃσι πραπίδεσσι:
urn:cts:greekLit:tlg0012.tlg001.omar:1.609	Ζεὺς δὲ πρὸς ὃν λέχος ἤϊ' Ὀλύμπιος ἀστεροπητήσ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.610	ἔνθα πάρος κοιμᾶθ' ὅτε μιν γλυκὺς ὕπνος ἱκάνοι:
urn:cts:greekLit:tlg0012.tlg001.omar:1.611	ἔνθα καθεῦδ' ἀναβάσ, παρὰ δὲ χρυσόθρονος Ἥρη.
urn:cts:greekLit:tlg0012.tlg001.omar:2.1	ἄλλοι μέν ῥα θεοί τε καὶ ἀνέρες ἱπποκορυσταὶ
urn:cts:greekLit:tlg0012.tlg001.omar:2.2	εὗδον παννύχιοι, Δία δ' οὐκ ἔχε νήδυμος ὕπνοσ,
urn:cts:greekLit:tlg0012.tlg001.omar:2.3	ἀλλ' ὅ γε μερμήριζε κατὰ φρένα ὡς Ἀχιλῆα
urn:cts:greekLit:tlg0012.tlg001.omar:2.4	τιμήσῃ, ὀλέσῃ δὲ πολέας ἐπὶ νηυσὶν Ἀχαιῶν.
urn:cts:greekLit:tlg0012.tlg001.omar:2.5	ἥδε δέ οἱ κατὰ θυμὸν ἀρίστη φαίνετο βουλή,
urn:cts:greekLit:tlg0012.tlg001.omar:2.6	πέμψαι ἐπ' Ἀτρεΐδῃ Ἀγαμέμνονι οὖλον ὄνειρον:
urn:cts:greekLit:tlg0012.tlg001.omar:2.7	καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα:
urn:cts:greekLit:tlg0012.tlg001.omar:2.8	βάσκ' ἴθι οὖλε ὄνειρε θοὰς ἐπὶ νῆας Ἀχαιῶν:
urn:cts:greekLit:tlg0012.tlg001.omar:2.9	ἐλθὼν ἐς κλισίην Ἀγαμέμνονος Ἀτρεΐδαο
urn:cts:greekLit:tlg0012.tlg001.omar:2.10	πάντα μάλ' ἀτρεκέως ἀγορευέμεν ὡς ἐπιτέλλω:
urn:cts:greekLit:tlg0012.tlg001.omar:2.11	θωρῆξαί ἑ κέλευε κάρη κομόωντας Ἀχαιοὺσ
urn:cts:greekLit:tlg0012.tlg001.omar:2.12	πανσυδίῃ: νῦν γάρ κεν ἕλοι πόλιν εὐρυάγυιαν
urn:cts:greekLit:tlg0012.tlg001.omar:2.13	Τρώων: οὐ γὰρ ἔτ' ἀμφὶς Ὀλύμπια δώματ' ἔχοντεσ
urn:cts:greekLit:tlg0012.tlg001.omar:2.14	ἀθάνατοι φράζονται: ἐπέγναμψεν γὰρ ἅπαντασ
urn:cts:greekLit:tlg0012.tlg001.omar:2.15	Ἥρη λισσομένη, Τρώεσσι δὲ κήδε' ἐφῆπται.
urn:cts:greekLit:tlg0012.tlg001.omar:2.16	ὣς φάτο, βῆ δ' ἄρ' ὄνειρος ἐπεὶ τὸν μῦθον ἄκουσε:
urn:cts:greekLit:tlg0012.tlg001.omar:2.17	καρπαλίμως δ' ἵκανε θοὰς ἐπὶ νῆας Ἀχαιῶν,
urn:cts:greekLit:tlg0012.tlg001.omar:2.18	βῆ δ' ἄρ' ἐπ' Ἀτρεΐδην Ἀγαμέμνονα: τὸν δὲ κίχανεν
urn:cts:greekLit:tlg0012.tlg001.omar:2.19	εὕδοντ' ἐν κλισίῃ, περὶ δ' ἀμβρόσιος κέχυθ' ὕπνοσ.
urn:cts:greekLit:tlg0012.tlg001.omar:2.20	στῆ δ' ἄρ' ὑπὲρ κεφαλῆς Νηληΐῳ υἷι ἐοικώσ
urn:cts:greekLit:tlg0012.tlg001.omar:2.21	Νέστορι, τόν ῥα μάλιστα γερόντων τῖ' Ἀγαμέμνων:
urn:cts:greekLit:tlg0012.tlg001.omar:2.22	τῷ μιν ἐεισάμενος προσεφώνεε θεῖος ὄνειροσ:
urn:cts:greekLit:tlg0012.tlg001.omar:2.23	εὕδεις Ἀτρέος υἱὲ δαΐφρονος ἱπποδάμοιο:
urn:cts:greekLit:tlg0012.tlg001.omar:2.24	οὐ χρὴ παννύχιον εὕδειν βουληφόρον ἄνδρα
urn:cts:greekLit:tlg0012.tlg001.omar:2.25	ᾧ λαοί τ' ἐπιτετράφαται καὶ τόσσα μέμηλε:
urn:cts:greekLit:tlg0012.tlg001.omar:2.26	νῦν δ' ἐμέθεν ξύνες ὦκα: Διὸς δέ τοι ἄγγελός εἰμι,
urn:cts:greekLit:tlg0012.tlg001.omar:2.27	ὃς σεῦ ἄνευθεν ἐὼν μέγα κήδεται ἠδ' ἐλεαίρει.
urn:cts:greekLit:tlg0012.tlg001.omar:2.28	θωρῆξαί σε κέλευσε κάρη κομόωντας Ἀχαιοὺσ
urn:cts:greekLit:tlg0012.tlg001.omar:2.29	πανσυδίῃ: νῦν γάρ κεν ἕλοις πόλιν εὐρυάγυιαν
urn:cts:greekLit:tlg0012.tlg001.omar:2.30	Τρώων: οὐ γὰρ ἔτ' ἀμφὶς Ὀλύμπια δώματ' ἔχοντεσ
urn:cts:greekLit:tlg0012.tlg001.omar:2.31	ἀθάνατοι φράζονται: ἐπέγναμψεν γὰρ ἅπαντασ
urn:cts:greekLit:tlg0012.tlg001.omar:2.32	Ἥρη λισσομένη, Τρώεσσι δὲ κήδε' ἐφῆπται
urn:cts:greekLit:tlg0012.tlg001.omar:2.33	ἐκ Διόσ: ἀλλὰ σὺ σῇσιν ἔχε φρεσί, μηδέ σε λήθη
urn:cts:greekLit:tlg0012.tlg001.omar:2.34	αἱρείτω εὖτ' ἄν σε μελίφρων ὕπνος ἀνήῃ.
urn:cts:greekLit:tlg0012.tlg001.omar:2.35	ὣς ἄρα φωνήσας ἀπεβήσετο, τὸν δὲ λίπ' αὐτοῦ
urn:cts:greekLit:tlg0012.tlg001.omar:2.36	τὰ φρονέοντ' ἀνὰ θυμὸν ἅ ῥ' οὐ τελέεσθαι ἔμελλον:
urn:cts:greekLit:tlg0012.tlg001.omar:2.37	φῆ γὰρ ὅ γ' αἱρήσειν Πριάμου πόλιν ἤματι κείνῳ
urn:cts:greekLit:tlg0012.tlg001.omar:2.38	νήπιοσ, οὐδὲ τὰ ᾔδη ἅ ῥα Ζεὺς μήδετο ἔργα:
urn:cts:greekLit:tlg0012.tlg001.omar:2.39	θήσειν γὰρ ἔτ' ἔμελλεν ἐπ' ἄλγεά τε στοναχάς τε
urn:cts:greekLit:tlg0012.tlg001.omar:2.40	Τρωσί τε καὶ Δαναοῖσι διὰ κρατερὰς ὑσμίνασ.
urn:cts:greekLit:tlg0012.tlg001.omar:2.41	ἔγρετο δ' ἐξ ὕπνου, θείη δέ μιν ἀμφέχυτ' ὀμφή:
urn:cts:greekLit:tlg0012.tlg001.omar:2.42	ἕζετο δ' ὀρθωθείσ, μαλακὸν δ' ἔνδυνε χιτῶνα
urn:cts:greekLit:tlg0012.tlg001.omar:2.43	καλὸν νηγάτεον, περὶ δὲ μέγα βάλλετο φᾶροσ:
urn:cts:greekLit:tlg0012.tlg001.omar:2.44	ποσσὶ δ' ὑπὸ λιπαροῖσιν ἐδήσατο καλὰ πέδιλα,
urn:cts:greekLit:tlg0012.tlg001.omar:2.45	ἀμφὶ δ' ἄρ' ὤμοισιν βάλετο ξίφος ἀργυρόηλον:
urn:cts:greekLit:tlg0012.tlg001.omar:2.46	εἵλετο δὲ σκῆπτρον πατρώϊον ἄφθιτον αἰεὶ
urn:cts:greekLit:tlg0012.tlg001.omar:2.47	σὺν τῷ ἔβη κατὰ νῆας Ἀχαιῶν χαλκοχιτώνων:
urn:cts:greekLit:tlg0012.tlg001.omar:2.48	ἠὼς μέν ῥα θεὰ προσεβήσετο μακρὸν Ὄλυμπον
